,url,name,address,score,review_counts,price,category,open_time,amenities
0,https://www.yelp.com/biz/plan-check-kitchen-bar-los-angeles-9,Plan Check Kitchen + Bar,"1800 Sawtelle Blvd Los Angeles, CA 90025",4 star rating,2765 reviews,$$,"Bars, Gastropubs, American (Traditional)","Mon
11:30 AM - 9:00 PM
Tue
11:30 AM - 9:00 PM
Wed
11:30 AM - 9:00 PM
Thu
11:30 AM - 9:00 PM
Fri
11:30 AM - 9:00 PM
Closed now
Sat
11:00 AM - 9:00 PM
Sun
11:00 AM - 9:00 PM","Amenities and More
Health ScoreA
Offers Delivery
Offers Takeout
No Reservations
Pescatarian Options
Vegan Options
Many Vegetarian Options
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Accepts Cryptocurrency
Outdoor Seating
Hipster, Classy, Casual
Moderate Noise
Offers Catering
Good for Groups
Good For Kids
Good for Lunch, Dinner
Street Parking, Valet Parking
Waiter Service
Free Wi-Fi
Best nights on Tuesday, Wednesday, Friday
Happy Hour Specials
Full Bar
Dogs Allowed
Wheelchair Accessible
TV
No Drive-Thru
Bike Parking
Plastic-free packaging
Provides reusable tableware
Show Less"
1,https://www.yelp.com/biz/justin-quesos-tex-mex-restaurant-and-bar-west-hollywood?osq=Restaurants,Justin Queso's Tex-Mex Restaurant & Bar,"8917 W Sunset Blvd West Hollywood, CA 90069",4 star rating,274 reviews,$$,"Mexican, Tex-Mex, Bars","Mon
11:30 AM - 12:00 AM (Next day)
Tue
11:30 AM - 12:00 AM (Next day)
Wed
11:30 AM - 12:00 AM (Next day)
Thu
11:30 AM - 12:00 AM (Next day)
Fri
11:30 AM - 2:00 AM (Next day)
Open now
Sat
11:00 AM - 2:00 AM (Next day)
Sun
11:00 AM - 10:00 PM","Amenities and More
Health ScoreA
Takes Reservations
Offers Delivery
Offers Takeout
All staff fully vaccinated
Staff wears masks
Vegan Options
Masks required
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Accepts Cryptocurrency
Outdoor Seating
Casual
Moderate Noise
Offers Catering
Good for Groups
Good for Dinner
Street Parking, Valet Parking
Waiter Service
Free Wi-Fi
Happy Hour Specials
Full Bar
Dogs Allowed
Wheelchair Accessible
TV
Gender-neutral restrooms
Offers Military Discount
Open to All
Heated Outdoor Seating
Covered Outdoor Seating
Private Dining
No Smoking
Provides reusable tableware
No Bike Parking
Show Less"
2,https://www.yelp.com/biz/angelini-alimentari-los-angeles?osq=Restaurants,Angelini Alimentari,"7317 Beverly Blvd Los Angeles, CA 90036",4.5 star rating,89 reviews,$$,"Breakfast & Brunch, Salad, Italian","Mon
11:00 AM - 10:00 PM
Tue
11:00 AM - 10:00 PM
Wed
11:00 AM - 10:00 PM
Thu
11:00 AM - 10:00 PM
Fri
11:00 AM - 10:00 PM
Closed now
Sat
11:00 AM - 10:00 PM
Sun
11:00 AM - 10:00 PM","Amenities and More
Health ScoreA
Takes Reservations
Offers Delivery
Offers Takeout
Masks required
Staff wears masks
Vegan Options
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Accepts Cryptocurrency
Outdoor Seating
Casual, Classy
Moderate Noise
Casual Dress
Offers Catering
Good for Groups
Good For Kids
Good for Breakfast, Brunch, Lunch
Street Parking
Waiter Service
Beer & Wine Only
Dogs Allowed
Wheelchair Accessible
Gender-neutral restrooms
Women-owned
No Wi-Fi
No TV
Bike Parking
Show Less"
3,https://www.yelp.com/biz/c-and-o-trattoria-marina-del-rey-6?osq=Restaurants,C&O Trattoria,"3016 Washington Blvd Marina del Rey, CA 90292",4 star rating,3736 reviews,$$,"Italian, Breakfast & Brunch, Wine Bars","Mon
11:30 AM - 9:00 PM
Tue
11:30 AM - 9:00 PM
Wed
11:30 AM - 9:00 PM
Thu
11:30 AM - 9:00 PM
Fri
11:30 AM - 9:00 PM
Closed now
Sat
11:30 AM - 10:00 PM
Sun
11:30 AM - 9:00 PM","Amenities and More
Takes Reservations
Offers Delivery
Offers Takeout
Proof of vaccination required
All staff fully vaccinated
Masks required
Staff wears masks
Vegan Options
Many Vegetarian Options
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Outdoor Seating
Casual
Moderate Noise
Casual Dress
Offers Catering
Good for Groups
Good For Kids
Good for Dinner
Street Parking, Private Lot Parking, Valet Parking
Waiter Service
Free Wi-Fi
Best nights on Monday, Friday, Saturday
Beer & Wine Only
Wheelchair Accessible
TV
Gender-neutral restrooms
Women-owned
Open to All
Covered Outdoor Seating
Not Good For Dancing
Not Good For Working
No Happy Hour
No Smoking
Dogs Not Allowed
No Heated Outdoor Seating
No Private Dining
No Bike Parking
Show Less"
4,https://www.yelp.com/biz/sunny-grill-los-angeles?osq=Restaurants,Sunny Grill,"12035 Venice Blvd Los Angeles, CA 90066",4 star rating,371 reviews,$$,"Salad, Burgers, Mexican","Mon
10:00 AM - 10:00 PM
Tue
10:00 AM - 10:00 PM
Wed
10:00 AM - 10:00 PM
Thu
10:00 AM - 10:00 PM
Fri
10:00 AM - 10:00 PM
Closed now
Sat
9:00 AM - 9:00 PM
Sun
9:00 AM - 9:00 PM","Amenities and More
Health ScoreA
Offers Delivery
Offers Takeout
No Reservations
Masks required
Staff wears masks
Vegan Options
Accepts Credit Cards
Accepts Apple Pay
Outdoor Seating
Casual, Classy
Quiet
Offers Catering
Good for Groups
Good For Kids
Good for Lunch
Street Parking, Private Lot Parking
Drive-Thru
TV
Gender-neutral restrooms
No Waiter Service
No Wi-Fi
No Alcohol
Bike Parking
Show Less"
5,https://www.yelp.com/biz/nerano-beverly-hills?osq=Restaurants,Nerano,"9960 S Santa Monica Blvd Beverly Hills, CA 90212",4 star rating,237 reviews,$$$,"Italian, Cocktail Bars","Mon
11:30 AM - 2:30 PM
5:00 PM - 9:00 PM
Tue
11:30 AM - 2:30 PM
5:00 PM - 9:00 PM
Wed
11:30 AM - 2:30 PM
5:00 PM - 9:00 PM
Thu
11:30 AM - 2:30 PM
5:00 PM - 9:00 PM
Fri
11:30 AM - 2:30 PM
5:00 PM - 10:00 PM
Closed now
Sat
5:00 PM - 10:00 PM
Sun
5:00 PM - 9:00 PM","Amenities and More
Health ScoreA
Takes Reservations
Offers Delivery
Offers Takeout
Masks required
Staff wears masks
Vegan Options
Many Vegetarian Options
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Accepts Cryptocurrency
Outdoor Seating
Romantic, Intimate, Classy
Moderate Noise
Dressy
Offers Catering
Good for Groups
Good for Dinner, Dessert
Street Parking, Valet Parking
Waiter Service
Best nights on Thursday, Saturday
Full Bar
Dogs Allowed
Wheelchair Accessible
TV
Open to All
Heated Outdoor Seating
Covered Outdoor Seating
Private Dining
Not Good For Kids
Not Good For Dancing
No Pool Table
No Wi-Fi
No Happy Hour
No Smoking
No Bike Parking
Show Less"
6,https://www.yelp.com/biz/blueys-kitchen-and-market-santa-monica?osq=Restaurants,Blueys Kitchen and Market,"1814 Berkeley St Santa Monica, CA 90404",4 star rating,1044 reviews,$$,"Cafes, Breakfast & Brunch, Coffee & Tea","Mon
7:00 AM - 4:30 PM
Tue
7:00 AM - 4:30 PM
Wed
7:00 AM - 4:30 PM
Thu
7:00 AM - 4:30 PM
Fri
7:00 AM - 4:30 PM
Closed now
Sat
8:00 AM - 4:30 PM
Sun
8:00 AM - 4:30 PM","Amenities and More
Offers Delivery
Offers Takeout
No Reservations
Staff wears masks
Vegan Options
Masks required
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Outdoor Seating
Hipster, Trendy, Classy, Casual
Moderate Noise
Offers Catering
Good for Groups
Good For Kids
Good for Breakfast, Brunch, Lunch
Street Parking, Private Lot Parking
Dogs Allowed
Wheelchair Accessible
Gender-neutral restrooms
Women-owned
Covered Outdoor Seating
Not Good For Working
No Waiter Service
No Wi-Fi
No Happy Hour
No Alcohol
No Drive-Thru
No TV
No Private Dining
Bike Parking
Plastic-free packaging
Provides reusable tableware
Show Less"
7,https://www.yelp.com/biz/tiato-kitchen-garden-santa-monica?osq=Restaurants,Tiato Kitchen + Garden,"2700 Colorado Ave Santa Monica, CA 90404",3.5 star rating,479 reviews,$$,"Asian Fusion, Venues & Event Spaces, Cafes","Mon
Closed
Tue
9:00 AM - 4:00 PM
Wed
9:00 AM - 4:00 PM
Thu
9:00 AM - 4:00 PM
Fri
11:00 AM - 4:00 PM
Closed now
Sat
Closed
Sun
Closed","Amenities and More
Health ScoreA
Takes Reservations
Offers Delivery
Offers Takeout
All staff fully vaccinated
Vegan Options
Many Vegetarian Options
Masks required
Staff wears masks
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Accepts Cryptocurrency
Outdoor Seating
Classy, Casual
Moderate Noise
Offers Catering
Good for Groups
Good For Kids
Good for Lunch
Garage Parking, Street Parking, Validated Parking
Free Wi-Fi
Full Bar
Dogs Allowed
Wheelchair Accessible
TV
Asian-owned
Women-owned
Open to All
Covered Outdoor Seating
No Waiter Service
No Happy Hour
No Drive-Thru
No Heated Outdoor Seating
No Private Dining
Bike Parking
Bring your own container allowed
Compostable containers available
EV charging station available
Plastic-free packaging
Provides reusable tableware
Show Less"
8,https://www.yelp.com/biz/sea-dragon-chinese-restaurant-los-angeles?osq=Restaurants,Sea Dragon Chinese Restaurant,"101 S Vermont Ave Los Angeles, CA 90004",4 star rating,482 reviews,$,"Chinese, Chicken Shop, Soup","Mon
10:30 AM - 9:30 PM
Tue
10:30 AM - 9:30 PM
Wed
10:30 AM - 9:30 PM
Thu
10:30 AM - 9:30 PM
Fri
10:30 AM - 9:30 PM
Closed now
Sat
10:30 AM - 9:30 PM
Sun
10:30 AM - 9:30 PM","Amenities and More
Health ScoreA
Offers Takeout
No Reservations
No Delivery
Staff wears masks
Vegan Options
Many Vegetarian Options
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Accepts Cryptocurrency
Casual, Classy
Moderate Noise
Good For Kids
Good for Lunch, Dinner
Private Lot Parking
TV
No Outdoor Seating
Offers Catering
Not Good For Groups
No Wi-Fi
No Alcohol
Dogs Not Allowed
Bike Parking
Show Less"
9,https://www.yelp.com/biz/the-garbage-truck-los-angeles?osq=Restaurants,The Garbage Truck,,4 star rating,82 reviews,$,"Food Trucks, Burgers, Hot Dogs","Mon
Open 24 hours
Tue
Open 24 hours
Wed
Open 24 hours
Thu
Open 24 hours
Fri
Open 24 hours
Open now
Sat
Open 24 hours
Sun
Open 24 hours","Amenities and More
Offers Delivery
Offers Takeout
No Reservations
Accepts Credit Cards
Classy
Offers Catering
Good for Groups
Good For Kids
Street Parking
TV
No Wi-Fi
No Alcohol
No Bike Parking
Show Less"
