,url,name,address,score,review_counts,price,category,open_time,amenities
3947,https://www.yelp.com/biz/park-newport-market-deli-and-cafe-newport-beach?osq=Restaurants,Park Newport Market Deli & Cafe,"5 Park Newport Newport Beach, CA 92660",4.5,53 reviews,$,"Grocery, Delis, Cafes","Mon
8:00 AM - 9:00 PM
Tue
8:00 AM - 9:00 PM
Wed
8:00 AM - 9:00 PM
Thu
8:00 AM - 9:00 PM
Fri
8:00 AM - 9:00 PM
Open now
Sat
9:00 AM - 9:00 PM
Sun
9:00 AM - 6:00 PM","Amenities and More
Health ScorePASS
Powered by Hazel Analytics
No Reservations
No Delivery
Masks required
Staff wears masks
Vegan Options
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Accepts Cryptocurrency
Outdoor Seating
Quiet
Good for Groups
Good For Kids
Street Parking
Full Bar
Wheelchair Accessible
TV
Gender-neutral restrooms
Women-owned
Open to All
Offers Catering
No Waiter Service
No Wi-Fi
Dogs Not Allowed
Bike Parking
Show Less"
3948,https://www.yelp.com/biz/la-fortuna-venice?osq=Restaurants,La Fortuna,"824 Lincoln Blvd Venice, CA 90291",,,,"Grocery, Mexican",,
3949,https://www.yelp.com/biz/the-original-fish-company-los-alamitos?osq=Restaurants,The Original Fish Company,"11061 Los Alamitos Blvd Los Alamitos, CA 90720",4,2344 reviews,$$$,"Seafood Markets, Seafood, American (Traditional)","Mon
11:00 AM - 9:00 PM
Tue
11:00 AM - 9:00 PM
Wed
11:00 AM - 9:00 PM
Thu
11:00 AM - 9:00 PM
Fri
11:00 AM - 10:00 PM
Open now
Sat
10:00 AM - 10:00 PM
Sun
10:00 AM - 8:00 PM","Amenities and More
Health ScorePASS
Powered by Hazel Analytics
Offers Delivery
Offers Takeout
No Reservations
Vegan Options
Masks required
Staff wears masks
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Accepts Cryptocurrency
Outdoor Seating
Classy
Moderate Noise
Offers Catering
Good for Groups
Good For Kids
Good for Lunch, Dinner
Private Lot Parking
Waiter Service
Free Wi-Fi
Happy Hour Specials
Full Bar
Drive-Thru
Wheelchair Accessible
TV
Women-owned
Open to All
Dogs Not Allowed
Bike Parking
Compostable containers available
Provides reusable tableware
Show Less"
3950,https://www.yelp.com/biz/golden-marrow-arcadia-2?osq=Restaurants,Golden Marrow,"Arcadia, CA 91007",5,220 reviews,,"Food Stands, Specialty Food",,"Amenities and More
Offers Takeout
No Reservations
No Delivery
Accepts Credit Cards
Accepts Android Pay
Accepts Cryptocurrency
Classy
Offers Catering
Good for Groups
Waiter Service
Open to All
No Wi-Fi
No Alcohol
Dogs Not Allowed
Not Wheelchair Accessible
No TV
Bike Parking
Show Less"
3951,https://www.yelp.com/biz/f-cking-good-pizza-lake-forest?osq=Restaurants,F*CKING GOOD PIZZA,"20491 Alton Pkwy Lake Forest, CA 92610",2.5,9 reviews,,"Pizza, Food Delivery Services","Mon
10:30 AM - 9:30 PM
Tue
10:30 AM - 9:30 PM
Wed
10:30 AM - 9:30 PM
Thu
10:30 AM - 9:30 PM
Fri
10:30 AM - 9:30 PM
Open now
Sat
10:30 AM - 9:30 PM
Sun
10:30 AM - 9:30 PM","Amenities and More
Offers Delivery
Classy"
3952,https://www.yelp.com/biz/quick-n-split-inglewood-inglewood?osq=Restaurants,Quick 鈥楴 Split Inglewood,"10807 Crenshaw Blvd Inglewood, CA 90303",5,1 review,,"Burgers, Ice Cream & Frozen Yogurt, Donuts","Mon
Closed
Tue
1:00 PM - 7:30 PM
Wed
1:00 PM - 7:30 PM
Thu
1:00 PM - 7:30 PM
Fri
1:00 PM - 7:30 PM
Open now
Sat
1:00 PM - 7:30 PM
Sun
Closed",
3953,https://www.yelp.com/biz/kai-wagyu-costa-mesa?osq=Restaurants,Kai Wagyu,"3001 Bristol St Ste C Costa Mesa, CA 92626",5,55 reviews,$$$$,"Meat Shops, Japanese, Butcher","Mon
11:00 AM - 6:30 PM
Tue
11:00 AM - 6:30 PM
Wed
11:00 AM - 6:30 PM
Thu
11:00 AM - 6:30 PM
Fri
11:00 AM - 6:30 PM
Open now
Sat
11:00 AM - 5:00 PM
Sun
11:00 AM - 5:00 PM","Amenities and More
Health ScorePASS
Powered by Hazel Analytics
Offers Delivery
Offers Takeout
All staff fully vaccinated
Staff wears masks
Masks required
Accepts Credit Cards
Accepts Cryptocurrency
Private Lot Parking
Free Wi-Fi
Wheelchair Accessible
Asian-owned
No Outdoor Seating
No Waiter Service
No Drive-Thru
Dogs Not Allowed
No Bike Parking
Show Less"
3954,https://www.yelp.com/biz/western-kosher-los-angeles-2?osq=Restaurants,Western Kosher,"4817 W Pico Blvd Los Angeles, CA 90019",4.5,79 reviews,$$,"Grocery, Meat Shops, Kosher","Mon
7:00 AM - 8:00 PM
Tue
7:00 AM - 8:00 PM
Wed
7:00 AM - 8:00 PM
Thu
7:00 AM - 8:30 PM
Fri
7:00 AM - 3:00 PM
Open now
Sat
Closed
Sun
7:00 AM - 7:00 PM","Amenities and More
Offers Delivery
No Reservations
Kosher Options
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Accepts Cryptocurrency
Moderate Noise
Offers Catering
Street Parking, Private Lot Parking
Beer & Wine Only
Wheelchair Accessible
Gender-neutral restrooms
No Outdoor Seating
Not Good For Groups
Not Good For Kids
No Waiter Service
No Wi-Fi
Dogs Not Allowed
No TV
Bike Parking
Show Less"
3955,https://www.yelp.com/biz/anar-indian-los-angeles?osq=Restaurants,Anar Indian,"902 N Vermont Ave Los Angeles, CA 90029",5,1 review,,Indian,,"Amenities and More
Offers Delivery
Offers Takeout"
3956,https://www.yelp.com/biz/henrietta-s-los-angeles?osq=Restaurants,Henrietta鈥檚,,5,3 reviews,,"Southern, Food Delivery Services","Mon
Open 24 hours
Tue
Open 24 hours
Wed
Open 24 hours
Thu
Open 24 hours
Fri
Open 24 hours
Open now
Sat
Open 24 hours
Sun
12:00 AM - 12:00 AM (Next day)","Amenities and More
Black-owned
Women-owned"
3957,https://www.yelp.com/biz/michoacana-alhambra-alhambra?osq=Restaurants,Michoacana Alhambra,"2130 S Fremont Ave Alhambra, CA 91803",4.5,418 reviews,$,"Ice Cream & Frozen Yogurt, Tacos, Creperies","Mon
11:00 AM - 12:00 AM (Next day)
Tue
11:00 AM - 12:00 AM (Next day)
Wed
11:00 AM - 12:00 AM (Next day)
Thu
11:00 AM - 12:00 AM (Next day)
Fri
11:00 AM - 12:30 AM (Next day)
Open now
Sat
11:00 AM - 12:30 AM (Next day)
Sun
11:00 AM - 12:00 AM (Next day)","Amenities and More
Health ScoreA
Offers Delivery
Offers Takeout
Masks required
Staff wears masks
Accepts Credit Cards
Moderate Noise
Offers Catering
Street Parking, Private Lot Parking
TV
Gender-neutral restrooms
Covered Outdoor Seating
No Wi-Fi
Dogs Not Allowed
No Heated Outdoor Seating
Bike Parking
Show Less"
3958,https://www.yelp.com/biz/dairy-queen-ltd-brazier-cerritos?osq=Restaurants,Dairy Queen Ltd Brazier,"11309 183rd St Cerritos, CA 90703",3,211 reviews,$,"Ice Cream & Frozen Yogurt, Fast Food","Mon
11:00 AM - 10:00 PM
Tue
11:00 AM - 10:00 PM
Wed
11:00 AM - 10:00 PM
Thu
11:00 AM - 10:00 PM
Fri
11:00 AM - 10:00 PM
Open now
Sat
11:00 AM - 10:00 PM
Sun
11:00 AM - 10:00 PM","Amenities and More
Health ScoreA
Offers Delivery
Offers Takeout
No Reservations
Masks required
Staff wears masks
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Casual
Moderate Noise
Good for Groups
Good For Kids
Good for Dessert
Private Lot Parking
Wheelchair Accessible
No Outdoor Seating
Offers Catering
No Waiter Service
No Wi-Fi
No Alcohol
Dogs Not Allowed
No TV
No Heated Outdoor Seating
No Covered Outdoor Seating
No Private Dining
No Bike Parking
Show Less"
3959,https://www.yelp.com/biz/tacos-el-compita-los-angeles-6?osq=Restaurants,Tacos El Compita,"1204 Hooper Ave Los Angeles, CA 90021",4.5,69 reviews,$,"Food Trucks, Tacos","Mon
7:00 AM - 2:00 PM
Tue
7:00 AM - 2:00 PM
Wed
7:00 AM - 2:00 PM
Thu
7:00 AM - 2:00 PM
Fri
7:00 AM - 2:00 PM
Closed now
Sat
7:00 AM - 2:00 PM
Sun
Closed","Amenities and More
Offers Takeout
No Reservations
No Delivery
Staff wears masks
Masks required
Accepts Credit Cards
Outdoor Seating
Moderate Noise
Offers Catering
Good for Groups
Good For Kids
Good for Lunch
Street Parking
Waiter Service
Free Wi-Fi
Wheelchair Accessible
TV
No Happy Hour
No Alcohol
No Bike Parking
Show Less"
3960,https://www.yelp.com/biz/caviar-and-delicatessen-los-angeles?osq=Restaurants,Caviar & Delicatessen,"12512 W Magnolia Blvd Los Angeles, CA 91607",5,36 reviews,,"Grocery, Delis","Mon
8:30 AM - 8:30 PM
Tue
8:30 AM - 8:30 PM
Wed
8:30 AM - 8:30 PM
Thu
8:30 AM - 8:30 PM
Fri
8:30 AM - 8:30 PM
Open now
Sat
8:30 AM - 8:30 PM
Sun
8:30 AM - 8:30 PM","Amenities and More
Health ScoreA
Accepts Credit Cards
Classy
Offers Catering
Private Lot Parking
Wheelchair Accessible
Bike Parking
Show Less"
3961,https://www.yelp.com/biz/hollywood-coffee-house-los-angeles?osq=Restaurants,Hollywood Coffee House,"4972 Hollywood Blvd Los Angeles, CA 90027",5,30 reviews,,"Coffee & Tea, Sandwiches, Juice Bars & Smoothies","Mon
7:00 AM - 7:00 PM
Tue
7:00 AM - 7:00 PM
Wed
7:00 AM - 7:00 PM
Thu
7:00 AM - 7:00 PM
Fri
7:00 AM - 7:00 PM
Open now
Sat
8:00 AM - 5:00 PM
Sun
8:00 AM - 5:00 PM","Amenities and More
Health ScoreA
Offers Delivery
Offers Takeout
Masks required
Staff wears masks
Accepts Credit Cards
Accepts Cryptocurrency
Outdoor Seating
Quiet
Street Parking, Private Lot Parking
Free Wi-Fi
Wheelchair Accessible
TV
Heated Outdoor Seating
Covered Outdoor Seating
Offers Catering
No Happy Hour
No Alcohol
No Drive-Thru
No Private Dining
Bring your own container allowed
Provides reusable tableware
Show Less"
3962,https://www.yelp.com/biz/honey-baked-ham-company-culver-city?osq=Restaurants,Honey Baked Ham Company,"11405 Jefferson Blvd Culver City, CA 90230",3.5,149 reviews,$$,"Delis, Sandwiches, Meat Shops","Mon
10:00 AM - 5:00 PM
Tue
10:00 AM - 5:00 PM
Wed
10:00 AM - 5:00 PM
Thu
10:00 AM - 5:00 PM
Fri
10:00 AM - 5:00 PM
Open now
Sat
10:00 AM - 5:00 PM
Sun
Closed","Amenities and More
No Reservations
Staff wears masks
Kosher Options
Accepts Credit Cards
Accepts Apple Pay
Casual
Moderate Noise
Offers Catering
Good For Kids
Good for Lunch, Dinner
Private Lot Parking
Not Good For Groups
No Wi-Fi
No Alcohol
No TV
No Bike Parking
Show Less"
3963,https://www.yelp.com/biz/la-kubanita-los-angeles-9?osq=Restaurants,La Kubanita,"101 S La Brea Ave Los Angeles, CA 90036",5,19 reviews,$$,"Food Trucks, Coffee & Tea, Breakfast & Brunch",,"Amenities and More
Takes Reservations
Offers Delivery
No Takeout
Masks required
Staff wears masks
Accepts Credit Cards
Accepts Apple Pay
Accepts Cryptocurrency
Offers Catering
Street Parking
Dogs Allowed
No Outdoor Seating
No Waiter Service
No Wi-Fi
No Happy Hour
No Alcohol
Not Wheelchair Accessible
No TV
No Bike Parking
Show Less"
3964,https://www.yelp.com/biz/mr-cevichemann-inglewood?osq=Restaurants,Mr Cevichemann,"11336 Crenshaw Blvd Ste 318 My Mailbox Inglewood, CA 90303",5,1 review,,"Fish & Chips, Food Stands","Mon
11:00 AM - 5:30 PM
Tue
11:00 AM - 5:30 PM
Wed
11:00 AM - 5:30 PM
Thu
11:00 AM - 5:30 PM
Fri
11:00 AM - 5:15 PM
Open now
Sat
11:00 AM - 3:00 PM
Sun
Closed","Amenities and More
Offers Delivery
Offers Takeout
Masks required
Staff wears masks
Accepts Credit Cards
Classy
Offers Catering
Drive-Thru
Wheelchair Accessible
Bike Parking
Show Less"
3965,https://www.yelp.com/biz/shalom-kosher-meat-and-grill-los-angeles?osq=Restaurants,Shalom Kosher Meat And Grill,"18000-3 Ventura Blvd Los Angeles, CA 91316",4.5,12 reviews,$$,"Middle Eastern, Meat Shops, Kosher","Mon
8:00 AM - 7:00 PM
Tue
8:00 AM - 7:00 PM
Wed
8:00 AM - 7:00 PM
Thu
8:00 AM - 7:00 PM
Fri
8:00 AM - 3:00 PM
Open now
Sat
Closed
Sun
8:00 AM - 7:00 PM","Amenities and More
Offers Delivery
Offers Takeout
No Reservations
Kosher Options
Accepts Credit Cards
Quiet
Dressy
Offers Catering
Good for Groups
Good For Kids
Good for Lunch
Private Lot Parking
TV
No Outdoor Seating
No Waiter Service
No Wi-Fi
No Alcohol
Bike Parking
Show Less"
3966,https://www.yelp.com/biz/piccolo-ritrovo-marina-del-rey?osq=Restaurants,Piccolo Ritrovo,"Marina del Rey, CA 90292",,,,"Food Delivery Services, Italian, Pizza","Mon
11:30 AM - 8:30 PM
Tue
11:30 AM - 8:30 PM
Wed
11:30 AM - 8:30 PM
Thu
11:30 AM - 8:30 PM
Fri
11:30 AM - 4:30 PM
Open now
Sat
11:30 AM - 4:30 PM
Sun
11:30 AM - 8:30 PM","Amenities and More
Offers Delivery"
3967,https://www.yelp.com/biz/tokyo-style-food-truck-and-catering-los-angeles-2?osq=Restaurants,Tokyo Style Food Truck and Catering,,4.5,207 reviews,$$,"Food Trucks, Japanese, Asian Fusion",,"Amenities and More
Offers Takeout
No Reservations
No Delivery
Vegan Options
Many Vegetarian Options
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Outdoor Seating
Casual, Classy
Moderate Noise
Offers Catering
Good for Groups
Good For Kids
Good for Lunch, Dinner, Late Night
Private Lot Parking
No Waiter Service
No Wi-Fi
No Alcohol
No TV
Bike Parking
Show Less"
3968,https://www.yelp.com/biz/sunfare-los-angeles-3?osq=Restaurants,Sunfare,"120 S Anderson St Los Angeles, CA 90033",4,48 reviews,$$$,"Food Delivery Services, Health Markets, Gluten-Free","Mon
9:00 AM - 5:00 PM
Tue
9:00 AM - 5:00 PM
Wed
9:00 AM - 5:00 PM
Thu
9:00 AM - 5:00 PM
Fri
9:00 AM - 5:00 PM
Open now
Sat
9:00 AM - 1:00 PM
Sun
Closed","Amenities and More
Accepts Credit Cards
Street Parking
Bike Parking"
3969,https://www.yelp.com/biz/yadis-taco-truck-los-angeles?osq=Restaurants,Yadi's Taco Truck,"On the corner of Venice Blvd & Sepulveda Los Angeles, CA 90066",3.5,6 reviews,$,Food Stands,"Mon
7:00 PM - 11:30 PM
Tue
7:00 PM - 11:30 PM
Wed
7:00 PM - 11:30 PM
Thu
7:00 PM - 11:30 PM
Fri
7:00 PM - 11:30 PM
Closed now
Sat
7:00 PM - 12:00 AM (Next day)
Sun
7:00 PM - 12:00 AM (Next day)","Amenities and More
Offers Takeout
No Reservations
No Delivery
Many Vegetarian Options
Outdoor Seating
Classy
Good for Groups
Good For Kids
TV
No Alcohol
Show Less"
3970,https://www.yelp.com/biz/pink-elephant-liquors-and-deli-los-angeles?osq=Restaurants,Pink Elephant Liquors & Deli,"1836 N Western Ave Los Angeles, CA 90027",3,56 reviews,$$,"Beer, Wine & Spirits, Delis, Grocery","Mon
7:00 AM - 2:00 AM (Next day)
Tue
7:00 AM - 2:00 AM (Next day)
Wed
7:00 AM - 2:00 AM (Next day)
Thu
7:00 AM - 2:00 AM (Next day)
Fri
7:00 AM - 2:00 AM (Next day)
Open now
Sat
8:00 AM - 2:00 AM (Next day)
Sun
8:00 AM - 2:00 AM (Next day)","Amenities and More
Offers Delivery
No Reservations
Accepts Credit Cards
Accepts Android Pay
Moderate Noise
Private Lot Parking
Full Bar
TV
No Outdoor Seating
Offers Catering
Not Good For Groups
Not Good For Kids
No Waiter Service
No Wi-Fi
Bike Parking
Show Less"
3971,https://www.yelp.com/biz/fatamorgana-gelato-beverly-hills?osq=Restaurants,Fatamorgana Gelato,"162 S Beverly Dr Beverly Hills, CA 90212",4.5,117 reviews,$$,"Gelato, Ice Cream & Frozen Yogurt, Gluten-Free","Mon
12:00 PM - 10:30 PM
Tue
12:00 PM - 10:30 PM
Wed
12:00 PM - 10:30 PM
Thu
12:00 PM - 10:30 PM
Fri
12:00 PM - 10:30 PM
Open now
Sat
12:00 PM - 10:30 PM
Sun
12:00 PM - 10:30 PM","Amenities and More
Health ScoreA
Offers Delivery
Offers Takeout
No Reservations
Masks required
Staff wears masks
Vegan Options
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Accepts Cryptocurrency
Outdoor Seating
Classy
Offers Catering
Garage Parking, Street Parking
Free Wi-Fi
Happy Hour Specials
Dogs Allowed
Wheelchair Accessible
Gender-neutral restrooms
Women-owned
Open to All
Covered Outdoor Seating
No Waiter Service
No Alcohol
No Drive-Thru
No TV
No Heated Outdoor Seating
No Private Dining
Bike Parking
Show Less"
3972,https://www.yelp.com/biz/omas-puffers-mini-dutch-pancakes-treats-los-angeles-7?osq=Restaurants,Oma's Puffers - Mini Dutch Pancakes Treats,,5,44 reviews,$,"Caterers, Food Stands, Pancakes","Mon
Closed
Tue
8:00 AM - 1:00 PM
Wed
Closed
Thu
10:00 AM - 2:00 PM
Fri
Closed
Closed now
Sat
9:00 AM - 2:00 PM
Sun
9:00 AM - 2:00 PM","Amenities and More
Offers Delivery
Offers Takeout
Vegan Options
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Accepts Cryptocurrency
Good For Kids
Private Lot Parking
Women-owned
Open to All
No Waiter Service
Bike Parking
Show Less"
3973,https://www.yelp.com/biz/the-burger-den-los-angeles-5?osq=Restaurants,The Burger Den,"3750 Wilshire Blvd Los Angeles, CA 90010",,,,"Food Delivery Services, Burgers, American (Traditional)","Mon
5:00 AM - 12:00 AM (Next day)
Tue
5:00 AM - 12:00 AM (Next day)
Wed
5:00 AM - 12:00 AM (Next day)
Thu
5:00 AM - 12:00 AM (Next day)
Fri
5:00 AM - 12:00 AM (Next day)
Open now
Sat
5:00 AM - 12:00 AM (Next day)
Sun
5:00 AM - 12:00 AM (Next day)","Amenities and More
Offers Delivery
Virtual restaurant"
3974,https://www.yelp.com/biz/gramm00-irvine?osq=Restaurants,Gramm00,"670 Spectrum Center Dr Ste 668 Irvine, CA 92618",3.5,59 reviews,$$,"Pasta Shops, Italian, Fast Food","Mon
10:00 AM - 9:00 PM
Tue
10:00 AM - 9:00 PM
Wed
10:00 AM - 9:00 PM
Thu
10:00 AM - 9:00 PM
Fri
10:00 AM - 10:00 PM
Open now
Sat
10:00 AM - 10:00 PM
Sun
10:00 AM - 9:00 PM","Amenities and More
Health ScorePASS
Powered by Hazel Analytics
Offers Delivery
Offers Takeout
No Reservations
Masks required
Staff wears masks
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Accepts Cryptocurrency
Outdoor Seating
Classy
Offers Catering
Valet Parking, Garage Parking, Street Parking, Private Lot Parking
Free Wi-Fi
Dogs Allowed
Wheelchair Accessible
Gender-neutral restrooms
Offers Military Discount
Open to All
No Waiter Service
No Alcohol
No Drive-Thru
No TV
Compostable containers available
Plastic-free packaging
No Bike Parking
Show Less"
3975,https://www.yelp.com/biz/palmer-market-glendale?osq=Restaurants,Palmer Market,"1017 E Palmer Ave Glendale, CA 91205",4,18 reviews,,"Grocery, Pizza, Sandwiches","Mon
7:00 AM - 9:00 PM
Tue
7:00 AM - 9:00 PM
Wed
7:00 AM - 9:00 PM
Thu
7:00 AM - 9:00 PM
Fri
7:00 AM - 9:00 PM
Open now
Sat
7:00 AM - 9:00 PM
Sun
8:00 AM - 4:00 PM","Amenities and More
Offers Delivery
Masks required
Staff wears masks
Accepts Credit Cards
Beer & Wine Only
No Outdoor Seating
Show Less"
