,url
0,https://www.yelp.com/biz/plan-check-kitchen-bar-los-angeles-9
1,https://www.yelp.com/biz/justin-quesos-tex-mex-restaurant-and-bar-west-hollywood?osq=Restaurants
2,https://www.yelp.com/biz/angelini-alimentari-los-angeles?osq=Restaurants
3,https://www.yelp.com/biz/c-and-o-trattoria-marina-del-rey-6?osq=Restaurants
4,https://www.yelp.com/biz/sunny-grill-los-angeles?osq=Restaurants
5,https://www.yelp.com/biz/nerano-beverly-hills?osq=Restaurants
6,https://www.yelp.com/biz/blueys-kitchen-and-market-santa-monica?osq=Restaurants
7,https://www.yelp.com/biz/tiato-kitchen-garden-santa-monica?osq=Restaurants
8,https://www.yelp.com/biz/sea-dragon-chinese-restaurant-los-angeles?osq=Restaurants
9,https://www.yelp.com/biz/the-garbage-truck-los-angeles?osq=Restaurants
10,https://www.yelp.com/biz/lulubowls-los-angeles-4?osq=Restaurants
11,https://www.yelp.com/biz/the-cheesecake-factory-marina-del-rey-3?osq=Restaurants
12,https://www.yelp.com/biz/quarters-korean-bbq-los-angeles
13,https://www.yelp.com/biz/hokkaido-ramen-santouka-los-angeles?osq=Restaurants
14,https://www.yelp.com/biz/sidewalk-cafe-venice-3?osq=Restaurants
15,https://www.yelp.com/biz/food-los-angeles-2?osq=Restaurants
16,https://www.yelp.com/biz/marcos-trattoria-west-hollywood-3?osq=Restaurants
17,https://www.yelp.com/biz/carlitos-gardel-argentine-steakhouse-los-angeles-2
18,https://www.yelp.com/biz/socalo-santa-monica?osq=Restaurants
19,https://www.yelp.com/biz/bennys-tacos-and-rotisserie-chicken-westchester-los-angeles
20,https://www.yelp.com/biz/rasselbock-kitchen-and-beer-garden-los-angeles-los-angeles?osq=Restaurants
21,https://www.yelp.com/biz/mandarin-garden-restaurant-los-angeles-7?osq=Restaurants
22,https://www.yelp.com/biz/orgasmo-de-la-boca-venice-2?osq=Restaurants
23,https://www.yelp.com/biz/concerto-los-angeles-3?osq=Restaurants
24,https://www.yelp.com/biz/anzu-los-angeles?osq=Restaurants
25,https://www.yelp.com/biz/loqui-culver-city?osq=Restaurants
26,https://www.yelp.com/biz/pasta-sisters-los-angeles?osq=Restaurants
27,https://www.yelp.com/biz/dan-modern-chinese-playa-vista?osq=Restaurants
28,https://www.yelp.com/biz/maos-kitchen-venice?osq=Restaurants
29,https://www.yelp.com/biz/cafe-at-saks-fifth-ave-beverly-hills?osq=Restaurants
30,https://www.yelp.com/biz/churros-calientes-los-angeles?osq=Restaurants
31,https://www.yelp.com/biz/mariscos-jalisco-los-angeles-8?osq=Restaurants
32,https://www.yelp.com/biz/breakaway-cafe-culver-city?osq=Restaurants
33,https://www.yelp.com/biz/geshmak-los-angeles?osq=Restaurants
34,https://www.yelp.com/biz/my-two-cents-los-angeles-3
35,https://www.yelp.com/biz/mauro-cafe-los-angeles?osq=Restaurants
36,https://www.yelp.com/biz/leos-tacos-truck-los-angeles?osq=Restaurants
37,https://www.yelp.com/biz/moderno-cocina-west-hollywood?osq=Restaurants
38,https://www.yelp.com/biz/wax-paper-los-angeles-los-angeles?osq=Restaurants
39,https://www.yelp.com/biz/quiadaiyn-restaurant-los-angeles?osq=Restaurants
40,https://www.yelp.com/biz/saffron-and-rose-persian-ice-cream-los-angeles
41,https://www.yelp.com/biz/breakroom-coffee-and-food-los-angeles?osq=Restaurants
42,https://www.yelp.com/biz/the-griddle-cafe-los-angeles-2?osq=Restaurants
43,https://www.yelp.com/biz/alii-fish-company-el-segundo?osq=Restaurants
44,https://www.yelp.com/biz/ta-eem-grill-los-angeles-2
45,https://www.yelp.com/biz/sausal-el-segundo?osq=Restaurants
46,https://www.yelp.com/biz/the-place-to-be-santa-monica-5?osq=Restaurants
47,https://www.yelp.com/biz/victor-jrs-culver-city?osq=Restaurants
48,https://www.yelp.com/biz/nespresso-boutique-at-bloomingdales-los-angeles?osq=Restaurants
49,https://www.yelp.com/biz/urth-caff%C3%A9-south-bay-hawthorne-4?osq=Restaurants
50,https://www.yelp.com/biz/tals-cafe-los-angeles?osq=Restaurants
51,https://www.yelp.com/biz/allegra-california-cafe-culver-city-4?osq=Restaurants
52,https://www.yelp.com/biz/crimson-santa-monica-2?osq=Restaurants
53,https://www.yelp.com/biz/lemonade-los-angeles-9?osq=Restaurants
54,https://www.yelp.com/biz/lodge-bread-los-angeles
55,https://www.yelp.com/biz/falafel-corner-los-angeles?osq=Restaurants
56,https://www.yelp.com/biz/casa-madera-west-hollywood-west-hollywood?osq=Restaurants
57,https://www.yelp.com/biz/primos-donuts-los-angeles
58,https://www.yelp.com/biz/groundwork-coffee-los-angeles-26?osq=Restaurants
59,https://www.yelp.com/biz/haidilao-hot-pot-century-city-los-angeles?osq=Restaurants
60,https://www.yelp.com/biz/pinches-tacos-los-angeles?osq=Restaurants
61,https://www.yelp.com/biz/roccos-neighborhood-pizza-los-angeles?osq=Restaurants
62,https://www.yelp.com/biz/home-restaurant-los-feliz-los-angeles?osq=Restaurants
63,https://www.yelp.com/biz/la-pizza-and-la-pasta-at-eataly-los-angeles-los-angeles?osq=Restaurants
64,https://www.yelp.com/biz/versailles-cuban-food-los-angeles-2
65,https://www.yelp.com/biz/taverna-at-the-mar-vista-los-angeles?osq=Restaurants
66,https://www.yelp.com/biz/lazy-daisy-beverly-hills-4?osq=Restaurants
67,https://www.yelp.com/biz/pasta-kitchen-culver-city?osq=Restaurants
68,https://www.yelp.com/biz/little-china-los-angeles-2?osq=Restaurants
69,https://www.yelp.com/biz/room-number-13-los-angeles?osq=Restaurants
70,https://www.yelp.com/biz/tesse-west-hollywood-3?osq=Restaurants
71,https://www.yelp.com/biz/bamboo-garden-restaurant-los-angeles?osq=Restaurants
72,https://www.yelp.com/biz/venice-noodles-los-angeles?osq=Restaurants
73,https://www.yelp.com/biz/helms-bakery-cafe-truck-los-angeles?osq=Restaurants
74,https://www.yelp.com/biz/horchata-mexican-food-culver-city?osq=Restaurants
75,https://www.yelp.com/biz/all-day-vegan-cafe-los-angeles-2?osq=Restaurants
76,https://www.yelp.com/biz/jackson-market-culver-city?osq=Restaurants
77,https://www.yelp.com/biz/jonahs-kitchen-bar-santa-monica?osq=Restaurants
78,https://www.yelp.com/biz/me-gusta-mexican-food-specialties-marina-del-rey?osq=Restaurants
79,https://www.yelp.com/biz/la-serenata-de-garibaldi-los-angeles?osq=Restaurants
80,https://www.yelp.com/biz/bigfoot-bowls-wrightwood?osq=Restaurants
81,https://www.yelp.com/biz/ndmk-fish-house-avalon?osq=Restaurants
82,https://www.yelp.com/biz/cecconis-west-hollywood-west-hollywood?osq=Restaurants
83,https://www.yelp.com/biz/milk-jar-cookies-los-angeles
84,https://www.yelp.com/biz/pavillion-cafe-los-angeles?osq=Restaurants
85,https://www.yelp.com/biz/marmalade-cafe-los-angeles-2?osq=Restaurants
